iso_code,year,country,hot_days,visits,demo,demo_total,country_total,ratio_type,dep_percent
NLD,2014,Netherlands,1.61,984839,_T,16865008,16865008,DEPEND_RATIO_OLD,29.443
NLD,2015,Netherlands,4.09,1113704,_T,16939925,16939925,DEPEND_RATIO_OLD,30.253
NLD,2016,Netherlands,4.34,1265834,_T,17030314,17030314,DEPEND_RATIO_OLD,30.946
NLD,2017,Netherlands,2.52,1346616,_T,17131295,17131295,DEPEND_RATIO_OLD,31.621
NLD,2018,Netherlands,7.09,1378384,_T,17231622,17231622,DEPEND_RATIO_OLD,32.269
NLD,2019,Netherlands,9.31,1464192,_T,17344876,17344876,DEPEND_RATIO_OLD,32.849
NLD,2020,Netherlands,8.31,451518,_T,17441500,17441500,DEPEND_RATIO_OLD,33.392
NLD,2021,Netherlands,1.26,740388,_T,17533048,17533048,DEPEND_RATIO_OLD,33.895
NLD,2022,Netherlands,6.82,1724619,_T,17700981,17700981,DEPEND_RATIO_OLD,34.284
NLD,2023,Netherlands,3.76,1809038,_T,17877121,17877121,DEPEND_RATIO_OLD,34.672
NLD,2024,Netherlands,,1829108,_T,17994238,17994238,DEPEND_RATIO_OLD,35.222
NOR,1992,Norway,0.0,1557092,_T,4286397,4286397,DEPEND_RATIO_OLD,28.11
NOR,1993,Norway,0.0,1651075,_T,4311984,4311984,DEPEND_RATIO_OLD,27.806
NOR,1994,Norway,0.03,1661645,_T,4336614,4336614,DEPEND_RATIO_OLD,27.518
NOR,1995,Norway,0.0,1482748,_T,4359187,4359187,DEPEND_RATIO_OLD,27.289
NOR,1996,Norway,0.0,1707104,_T,4381339,4381339,DEPEND_RATIO_OLD,27.081
NOR,1997,Norway,0.01,1884710,_T,4405158,4405158,DEPEND_RATIO_OLD,26.86
NOR,1998,Norway,0.0,1990024,_T,4431465,4431465,DEPEND_RATIO_OLD,26.549
NOR,1999,Norway,0.0,1952288,_T,4461915,4461915,DEPEND_RATIO_OLD,26.138
NOR,2000,Norway,0.0,2091732,_T,4490973,4490973,DEPEND_RATIO_OLD,25.736
NOR,2001,Norway,0.02,2055563,_T,4513747,4513747,DEPEND_RATIO_OLD,25.416
NOR,2002,Norway,0.01,2300662,_T,4538157,4538157,DEPEND_RATIO_OLD,25.128
NOR,2003,Norway,0.02,2394809,_T,4564856,4564856,DEPEND_RATIO_OLD,24.92
NOR,2004,Norway,0.01,2296020,_T,4591909,4591909,DEPEND_RATIO_OLD,24.84
NOR,2005,Norway,0.06,2200654,_T,4623293,4623293,DEPEND_RATIO_OLD,24.812
NOR,2006,Norway,0.02,2285723,_T,4660673,4660673,DEPEND_RATIO_OLD,24.725
NOR,2007,Norway,0.04,2473788,_T,4709156,4709156,DEPEND_RATIO_OLD,24.613
NOR,2008,Norway,0.17,2310292,_T,4768215,4768215,DEPEND_RATIO_OLD,24.598
NOR,2009,Norway,0.08,2116026,_T,4828716,4828716,DEPEND_RATIO_OLD,24.788
NOR,2010,Norway,0.0,2260235,_T,4889253,4889253,DEPEND_RATIO_OLD,25.134
NOR,2011,Norway,0.0,2420895,_T,4953089,4953089,DEPEND_RATIO_OLD,25.589
NOR,2012,Norway,0.0,2463853,_T,5018574,5018574,DEPEND_RATIO_OLD,26.079
NOR,2013,Norway,0.0,2477241,_T,5080171,5080171,DEPEND_RATIO_OLD,26.512
NOR,2014,Norway,0.29,2532262,_T,5137427,5137427,DEPEND_RATIO_OLD,26.943
NOR,2015,Norway,0.0,2651802,_T,5189898,5189898,DEPEND_RATIO_OLD,27.378
NOR,2016,Norway,0.0,2557408,_T,5236152,5236152,DEPEND_RATIO_OLD,27.817
NOR,2017,Norway,0.0,2439822,_T,5276965,5276965,DEPEND_RATIO_OLD,28.299
NOR,2018,Norway,0.31,2355855,_T,5311916,5311916,DEPEND_RATIO_OLD,28.849
NOR,2019,Norway,0.31,2350957,_T,5347893,5347893,DEPEND_RATIO_OLD,29.39
NOR,2020,Norway,0.05,691742,_T,5379472,5379472,DEPEND_RATIO_OLD,29.97
NOR,2021,Norway,0.03,422416,_T,5408320,5408320,DEPEND_RATIO_OLD,30.603
NOR,2022,Norway,0.03,2273607,_T,5457129,5457129,DEPEND_RATIO_OLD,31.084
NOR,2023,Norway,0.01,1817217,_T,5519596,5519596,DEPEND_RATIO_OLD,31.474
NOR,2024,Norway,,1602530,_T,5572273,5572273,DEPEND_RATIO_OLD,31.955
PRT,1992,Portugal,35.84,6,_T,9952493,9952493,DEPEND_RATIO_OLD,24.168
PRT,1993,Portugal,29.92,0,_T,9964674,9964674,DEPEND_RATIO_OLD,24.49
PRT,1994,Portugal,32.96,0,_T,9991525,9991525,DEPEND_RATIO_OLD,24.793
PRT,1995,Portugal,34.82,61,_T,10026176,10026176,DEPEND_RATIO_OLD,25.102
PRT,1996,Portugal,33.78,100,_T,10063945,10063945,DEPEND_RATIO_OLD,25.402
PRT,1997,Portugal,26.39,6,_T,10108977,10108977,DEPEND_RATIO_OLD,25.718
PRT,1998,Portugal,37.26,0,_T,10160196,10160196,DEPEND_RATIO_OLD,26.051
PRT,1999,Portugal,31.94,21,_T,10217828,10217828,DEPEND_RATIO_OLD,26.331
PRT,2000,Portugal,37.54,1413,_T,10289898,10289898,DEPEND_RATIO_OLD,26.681
PRT,2001,Portugal,37.42,776,_T,10362722,10362722,DEPEND_RATIO_OLD,27.06
PRT,2002,Portugal,28.18,1427,_T,10419631,10419631,DEPEND_RATIO_OLD,27.322
PRT,2003,Portugal,44.36,610,_T,10458821,10458821,DEPEND_RATIO_OLD,27.565
PRT,2004,Portugal,42.79,869,_T,10483861,10483861,DEPEND_RATIO_OLD,27.891
PRT,2005,Portugal,50.89,14671,_T,10503330,10503330,DEPEND_RATIO_OLD,28.222
PRT,2006,Portugal,50.55,17421,_T,10522288,10522288,DEPEND_RATIO_OLD,28.513
PRT,2007,Portugal,27.83,15743,_T,10542964,10542964,DEPEND_RATIO_OLD,28.813
PRT,2008,Portugal,28.91,27911,_T,10558177,10558177,DEPEND_RATIO_OLD,29.185
PRT,2009,Portugal,43.35,19835,_T,10568247,10568247,DEPEND_RATIO_OLD,29.667
PRT,2010,Portugal,49.61,22447,_T,10573100,10573100,DEPEND_RATIO_OLD,30.321
PRT,2011,Portugal,39.06,21803,_T,10574536,10574536,DEPEND_RATIO_OLD,31.325
PRT,2012,Portugal,40.37,26213,_T,10531420,10531420,DEPEND_RATIO_OLD,31.985
PRT,2013,Portugal,47.9,24773,_T,10473991,10473991,DEPEND_RATIO_OLD,32.779
PRT,2014,Portugal,26.69,53910,_T,10419607,10419607,DEPEND_RATIO_OLD,33.711
PRT,2015,Portugal,45.32,79335,_T,10381838,10381838,DEPEND_RATIO_OLD,34.612
PRT,2016,Portugal,53.69,52011,_T,10356516,10356516,DEPEND_RATIO_OLD,35.514
PRT,2017,Portugal,55.03,49072,_T,10340124,10340124,DEPEND_RATIO_OLD,36.441
PRT,2018,Portugal,40.68,54208,_T,10334633,10334633,DEPEND_RATIO_OLD,37.339
PRT,2019,Portugal,38.52,52466,_T,10354446,10354446,DEPEND_RATIO_OLD,38.276
PRT,2020,Portugal,52.23,13956,_T,10384846,10384846,DEPEND_RATIO_OLD,39.243
PRT,2021,Portugal,35.03,24757,_T,10407707,10407707,DEPEND_RATIO_OLD,40.12
PRT,2022,Portugal,54.97,56151,_T,10468869,10468869,DEPEND_RATIO_OLD,40.787
PRT,2023,Portugal,52.53,73716,_T,10578174,10578174,DEPEND_RATIO_OLD,41.258
PRT,2024,Portugal,,95184,_T,10701128,10701128,DEPEND_RATIO_OLD,41.672
SWE,1992,Sweden,0.13,3038262,_T,8668065,8668065,DEPEND_RATIO_OLD,30.661
SWE,1993,Sweden,0.0,2276078,_T,8718558,8718558,DEPEND_RATIO_OLD,30.503
SWE,1994,Sweden,1.66,2193737,_T,8780741,8780741,DEPEND_RATIO_OLD,30.3
SWE,1995,Sweden,0.03,1955260,_T,8826944,8826944,DEPEND_RATIO_OLD,30.161
SWE,1996,Sweden,0.0,2086984,_T,8840999,8840999,DEPEND_RATIO_OLD,30.089
SWE,1997,Sweden,0.03,2220779,_T,8846059,8846059,DEPEND_RATIO_OLD,30.003
SWE,1998,Sweden,0.0,2183957,_T,8850975,8850975,DEPEND_RATIO_OLD,29.867
SWE,1999,Sweden,0.03,2284986,_T,8857879,8857879,DEPEND_RATIO_OLD,29.668
SWE,2000,Sweden,0.03,2577709,_T,8872112,8872112,DEPEND_RATIO_OLD,29.465
SWE,2001,Sweden,0.1,2309639,_T,8895963,8895963,DEPEND_RATIO_OLD,29.31
SWE,2002,Sweden,0.01,2243705,_T,8924960,8924960,DEPEND_RATIO_OLD,29.197
SWE,2003,Sweden,0.17,2233658,_T,8958232,8958232,DEPEND_RATIO_OLD,29.161
SWE,2004,Sweden,0.01,2162910,_T,8993534,8993534,DEPEND_RATIO_OLD,29.256
SWE,2005,Sweden,0.07,2013126,_T,9029567,9029567,DEPEND_RATIO_OLD,29.37
SWE,2006,Sweden,0.33,2019178,_T,9080506,9080506,DEPEND_RATIO_OLD,29.449
SWE,2007,Sweden,0.13,1956623,_T,9148093,9148093,DEPEND_RATIO_OLD,29.65
SWE,2008,Sweden,0.16,1830515,_T,9219639,9219639,DEPEND_RATIO_OLD,30.06
SWE,2009,Sweden,0.04,1419246,_T,9298512,9298512,DEPEND_RATIO_OLD,30.634
SWE,2010,Sweden,0.49,1615452,_T,9378131,9378131,DEPEND_RATIO_OLD,31.287
SWE,2011,Sweden,0.09,1790358,_T,9449216,9449216,DEPEND_RATIO_OLD,31.97
SWE,2012,Sweden,0.0,1821574,_T,9519379,9519379,DEPEND_RATIO_OLD,32.63
SWE,2013,Sweden,0.0,1912204,_T,9600374,9600374,DEPEND_RATIO_OLD,33.236
SWE,2014,Sweden,0.54,1926639,_T,9696105,9696105,DEPEND_RATIO_OLD,33.771
SWE,2015,Sweden,0.07,1899784,_T,9799183,9799183,DEPEND_RATIO_OLD,34.192
SWE,2016,Sweden,0.0,1891691,_T,9923086,9923086,DEPEND_RATIO_OLD,34.446
SWE,2017,Sweden,0.0,1904330,_T,10057695,10057695,DEPEND_RATIO_OLD,34.628
SWE,2018,Sweden,1.85,1880787,_T,10175215,10175215,DEPEND_RATIO_OLD,34.874
SWE,2019,Sweden,0.8,1774734,_T,10278888,10278888,DEPEND_RATIO_OLD,35.131
SWE,2020,Sweden,0.38,428874,_T,10353444,10353444,DEPEND_RATIO_OLD,35.393
SWE,2021,Sweden,0.39,640465,_T,10415812,10415812,DEPEND_RATIO_OLD,35.711
SWE,2022,Sweden,0.69,1751402,_T,10486941,10486941,DEPEND_RATIO_OLD,36.011
SWE,2023,Sweden,0.0,1486259,_T,10536631,10536631,DEPEND_RATIO_OLD,36.309
SWE,2024,Sweden,,1428028,_T,10569710,10569710,DEPEND_RATIO_OLD,36.693
USA,1992,United States,38.33,310229,_T,256514224,256514224,DEPEND_RATIO_OLD,21.469
USA,1993,United States,43.27,296629,_T,259918588,259918588,DEPEND_RATIO_OLD,21.583
USA,1994,United States,48.32,309796,_T,263125821,263125821,DEPEND_RATIO_OLD,21.627
USA,1995,United States,47.53,289083,_T,266278393,266278393,DEPEND_RATIO_OLD,21.666
USA,1996,United States,44.79,276846,_T,269394284,269394284,DEPEND_RATIO_OLD,21.661
USA,1997,United States,41.16,282177,_T,272646925,272646925,DEPEND_RATIO_OLD,21.533
USA,1998,United States,51.98,297597,_T,275854104,275854104,DEPEND_RATIO_OLD,21.381
USA,1999,United States,45.98,292573,_T,279040168,279040168,DEPEND_RATIO_OLD,21.192
USA,2000,United States,52.24,335915,_T,282162411,282162411,DEPEND_RATIO_OLD,21.061
USA,2001,United States,49.31,348320,_T,284968955,284968955,DEPEND_RATIO_OLD,20.91
USA,2002,United States,55.19,308625,_T,287625193,287625193,DEPEND_RATIO_OLD,20.782
USA,2003,United States,48.68,312033,_T,290107933,290107933,DEPEND_RATIO_OLD,20.752
USA,2004,United States,41.03,349345,_T,292805298,292805298,DEPEND_RATIO_OLD,20.706
USA,2005,United States,55.46,377101,_T,295516599,295516599,DEPEND_RATIO_OLD,20.722
USA,2006,United States,56.36,412925,_T,298379912,298379912,DEPEND_RATIO_OLD,20.775
USA,2007,United States,56.82,357745,_T,301231207,301231207,DEPEND_RATIO_OLD,20.938
USA,2008,United States,48.54,347473,_T,304093966,304093966,DEPEND_RATIO_OLD,21.283
USA,2009,United States,45.17,360352,_T,306771529,306771529,DEPEND_RATIO_OLD,21.55
USA,2010,United States,56.91,381516,_T,309327143,309327143,DEPEND_RATIO_OLD,21.802
USA,2011,United States,59.97,408289,_T,311583481,311583481,DEPEND_RATIO_OLD,22.066
USA,2012,United States,63.12,424575,_T,313877662,313877662,DEPEND_RATIO_OLD,22.913
USA,2013,United States,51.43,452333,_T,316059947,316059947,DEPEND_RATIO_OLD,23.595
USA,2014,United States,48.51,483282,_T,318386329,318386329,DEPEND_RATIO_OLD,24.284
USA,2015,United States,52.44,576031,_T,320738994,320738994,DEPEND_RATIO_OLD,24.956
USA,2016,United States,57.69,632378,_T,323071755,323071755,DEPEND_RATIO_OLD,25.669
USA,2017,United States,55.2,709594,_T,325122128,325122128,DEPEND_RATIO_OLD,26.402
USA,2018,United States,60.6,787206,_T,326838199,326838199,DEPEND_RATIO_OLD,27.193
USA,2019,United States,56.07,836536,_T,328329953,328329953,DEPEND_RATIO_OLD,28.054
USA,2020,United States,61.05,139782,_T,331526933,331526933,DEPEND_RATIO_OLD,28.039
USA,2021,United States,59.33,199874,_T,332048977,332048977,DEPEND_RATIO_OLD,28.812
USA,2022,United States,62.87,722571,_T,333271411,333271411,DEPEND_RATIO_OLD,29.639
USA,2023,United States,55.71,969963,_T,334914895,334914895,DEPEND_RATIO_OLD,30.526
USA,2024,United States,,1140407,_T,336673595,336673595,DEPEND_RATIO_OLD,31.413
